Region,,,,Experiment,Marker 1,,,Total,,
name,acronym,id,hemisphere,section,count,strength,channel Ex: 561.000000nm Em: 620.000000nm,count,strength,channel Ex: 561.000000nm Em: 620.000000nm
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,60,330.881,1174.73,60,330.881,1174.73
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,37,331.349,926,37,331.349,926
Primary auditory area,AUDp,1002,left,all,21238,362.023,1177.79,21238,362.023,1177.79
Primary auditory area,AUDp,1002,right,all,15039,296.962,941.827,15039,296.962,941.827
Primary auditory area/ layer 1,AUDp1,735,left,all,3991,334.042,1083.39,3991,334.042,1083.39
Primary auditory area/ layer 1,AUDp1,735,right,all,2233,249.52,831.141,2233,249.52,831.141
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,5230,307.309,1132.27,5230,307.309,1132.27
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,3454,256.219,900.8,3454,256.219,900.8
Primary auditory area/ layer 4,AUDp4,816,left,all,2545,425.719,1317.25,2545,425.719,1317.25
Primary auditory area/ layer 4,AUDp4,816,right,all,1912,333.698,1026.64,1912,333.698,1026.64
Primary auditory area/ layer 5,AUDp5,847,left,all,7239,398.61,1230.79,7239,398.61,1230.79
Primary auditory area/ layer 5,AUDp5,847,right,all,4808,332.715,1004,4808,332.715,1004
Primary auditory area/ layer 6a,AUDp6a,954,left,all,2135,352.842,1125.03,2135,352.842,1125.03
Primary auditory area/ layer 6a,AUDp6a,954,right,all,2490,296.598,910.456,2490,296.598,910.456
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,98,264.935,1064.58,98,264.935,1064.58
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,142,335.221,983.338,142,335.221,983.338
Posterior auditory area,AUDpo,1027,left,all,5001,343.125,1102.08,5001,343.125,1102.08
Posterior auditory area,AUDpo,1027,right,all,4362,327.424,978.204,4362,327.424,978.204
Posterior auditory area/ layer 1,AUDpo1,696,left,all,736,318.201,1028.8,736,318.201,1028.8
Posterior auditory area/ layer 1,AUDpo1,696,right,all,542,253.535,823.002,542,253.535,823.002
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,1257,283.491,1008.37,1257,283.491,1008.37
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,1117,269.373,897.322,1117,269.373,897.322
Posterior auditory area/ layer 4,AUDpo4,759,left,all,662,383.59,1167.68,662,383.59,1167.68
Posterior auditory area/ layer 4,AUDpo4,759,right,all,624,418.703,1102.31,624,418.703,1102.31
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1497,390.708,1187.68,1497,390.708,1187.68
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1345,365.811,1051.51,1345,365.811,1051.51
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,793,332.497,1094.08,793,332.497,1094.08
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,724,322.92,975.885,724,322.92,975.885
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,56,409.457,1218.05,56,409.457,1218.05
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,10,283.716,988.6,10,283.716,988.6
Ventral auditory area,AUDv,1018,left,all,18445,353.101,1106.22,18445,353.101,1106.22
Ventral auditory area,AUDv,1018,right,all,13557,273.245,863.052,13557,273.245,863.052
Ventral auditory area/ layer 1,AUDv1,959,left,all,3444,336.506,1057.52,3444,336.506,1057.52
Ventral auditory area/ layer 1,AUDv1,959,right,all,1884,255.685,819.492,1884,255.685,819.492
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,4726,324.499,1088.09,4726,324.499,1088.09
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,2705,232.047,787.849,2705,232.047,787.849
Ventral auditory area/ layer 4,AUDv4,990,left,all,2145,430.18,1244.74,2145,430.18,1244.74
Ventral auditory area/ layer 4,AUDv4,990,right,all,1818,272.009,896.855,1818,272.009,896.855
Ventral auditory area/ layer 5,AUDv5,1023,left,all,6045,358.955,1111.43,6045,358.955,1111.43
Ventral auditory area/ layer 5,AUDv5,1023,right,all,4492,308.282,923.364,4492,308.282,923.364
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,2015,352.802,1069.91,2015,352.802,1069.91
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,2384,262.925,835.767,2384,262.925,835.767
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,70,241.827,1077.4,70,241.827,1077.4
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,274,324.276,929.361,274,324.276,929.361
Visual areas,VIS,669,left,all,49381,299.406,957.941,49381,299.406,957.941
Visual areas,VIS,669,right,all,47299,281.571,905.695,47299,281.571,905.695
Anterolateral visual area,VISal,402,left,all,4288,363.84,1176.35,4288,363.84,1176.35
Anterolateral visual area,VISal,402,right,all,5066,321.217,1001.51,5066,321.217,1001.51
Anterolateral visual area/ layer 1,VISal1,1074,left,all,16,317.783,976.375,16,317.783,976.375
Anterolateral visual area/ layer 1,VISal1,1074,right,all,236,261.656,825.657,236,261.656,825.657
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,509,305.185,1012.13,509,305.185,1012.13
