Region,,,,Experiment,Marker 1,,,Total,,
name,acronym,id,hemisphere,section,count,strength,channel (name not specified),count,strength,channel (name not specified)
Primary auditory area/ layer 6a,AUDp6a,954,right,all,2798,119.148,510.303,2798,119.148,510.303
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,316,95.7778,601.114,316,95.7778,601.114
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,229,79.8002,479.293,229,79.8002,479.293
Posterior auditory area,AUDpo,1027,left,all,6729,120.028,576.635,6729,120.028,576.635
Posterior auditory area,AUDpo,1027,right,all,5760,121.042,496.317,5760,121.042,496.317
Posterior auditory area/ layer 1,AUDpo1,696,left,all,794,111.423,506.689,794,111.423,506.689
Posterior auditory area/ layer 1,AUDpo1,696,right,all,787,112.792,469.253,787,112.792,469.253
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,1683,102.83,578.609,1683,102.83,578.609
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,1453,101.409,489.82,1453,101.409,489.82
Posterior auditory area/ layer 4,AUDpo4,759,left,all,959,135.472,616.987,959,135.472,616.987
Posterior auditory area/ layer 4,AUDpo4,759,right,all,803,148.585,533.07,803,148.585,533.07
Posterior auditory area/ layer 5,AUDpo5,791,left,all,2227,133.065,592.38,2227,133.065,592.38
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1984,133.258,504.942,1984,133.258,504.942
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,1010,113.553,555.043,1010,113.553,555.043
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,687,106.957,474.54,687,106.957,474.54
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,56,92.6963,581.286,56,92.6963,581.286
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,46,84.9533,476.261,46,84.9533,476.261
Ventral auditory area,AUDv,1018,left,all,22580,134.028,583.949,22580,134.028,583.949
Ventral auditory area,AUDv,1018,right,all,19947,119.886,513.223,19947,119.886,513.223
Ventral auditory area/ layer 1,AUDv1,959,left,all,1957,119.155,482.018,1957,119.155,482.018
Ventral auditory area/ layer 1,AUDv1,959,right,all,2041,113.635,477.142,2041,113.635,477.142
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,5215,124.551,563.514,5215,124.551,563.514
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,4241,106.978,514.549,4241,106.978,514.549
Ventral auditory area/ layer 4,AUDv4,990,left,all,2929,136.504,620.188,2929,136.504,620.188
Ventral auditory area/ layer 4,AUDv4,990,right,all,2516,126.003,559.472,2516,126.003,559.472
Ventral auditory area/ layer 5,AUDv5,1023,left,all,8011,151.399,612.377,8011,151.399,612.377
Ventral auditory area/ layer 5,AUDv5,1023,right,all,7300,134.682,527.469,7300,134.682,527.469
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,3931,123.111,580.541,3931,123.111,580.541
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,3472,108.52,475.308,3472,108.52,475.308
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,537,87.5502,557.067,537,87.5502,557.067
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,377,76.273,458.297,377,76.273,458.297
Visual areas,VIS,669,left,all,61166,125.662,566.126,61166,125.662,566.126
Visual areas,VIS,669,right,all,55862,113.093,483.493,55862,113.093,483.493
Anterolateral visual area,VISal,402,left,all,7251,130.78,616.748,7251,130.78,616.748
Anterolateral visual area,VISal,402,right,all,6267,124.371,533.355,6267,124.371,533.355
Anterolateral visual area/ layer 1,VISal1,1074,left,all,387,142.328,539.062,387,142.328,539.062
Anterolateral visual area/ layer 1,VISal1,1074,right,all,335,137.464,528.212,335,137.464,528.212
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,1686,115.129,581.583,1686,115.129,581.583
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,1331,121.494,519.035,1331,121.494,519.035
Anterolateral visual area/ layer 4,VISal4,1114,left,all,1145,121.202,632.443,1145,121.202,632.443
Anterolateral visual area/ layer 4,VISal4,1114,right,all,1031,115.403,537.414,1031,115.403,537.414
Anterolateral visual area/ layer 5,VISal5,233,left,all,2346,153.966,666.731,2346,153.966,666.731
Anterolateral visual area/ layer 5,VISal5,233,right,all,2121,139.201,567.841,2121,139.201,567.841
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,1420,119.561,594.215,1420,119.561,594.215
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,1237,110.728,496.774,1237,110.728,496.774
